market,date,code,oi,nc_long,nc_short,nc_spread,c_long,c_short,nr_long,nr_short
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-12,232741,149033,97153,6502,62,15943,124202,35875,18267
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-04-19,089741,86664,15193,0,0,70651,86544,820,120
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-19,090741,141961,67489,2454,2,23480,123045,50990,16460
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-04-19,092741,69281,27271,9897,1,12312,49346,29697,10037
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-04-19,095741,174299,142812,8683,137,22620,163034,8730,2445
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-04-19,096742,108808,50572,20397,63,23872,70132,34301,18216
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-04-19,097741,127838,12935,65918,88,96035,21785,18780,40047
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-04-19,098662,50159,22428,32857,1280,18002,11611,8449,4411
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-04-19,099741,244006,102686,40491,1889,74976,155704,64455,45922
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-04-19,102741,37402,31911,26202,0,4100,11010,1391,190
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-19,112741,25789,17722,8383,213,3666,15986,4188,1207
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-19,232741,143732,91589,6628,2,17201,119299,34940,17803
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-04-26,089741,83257,8705,0,0,73968,83045,584,212
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-26,090741,138939,61493,2430,2,24838,122485,52606,14022
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-04-26,092741,71635,27549,9708,2,15417,51160,28667,10765
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-04-26,095741,170977,138516,6710,138,23592,162240,8731,1889
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-04-26,096742,118486,56867,23284,46,23115,79277,38458,15879
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-04-26,097741,114134,14063,51060,144,76538,22612,23389,40318
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-04-26,098662,51693,25460,33949,1219,16987,11704,8027,4821
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-04-26,099741,249000,105683,37404,2237,72619,161952,68461,47407
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-26,112741,27220,19205,7748,213,3523,18088,4279,1171
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-26,232741,143468,88675,7808,1,18141,117274,36651,18385
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-05-03,089741,102268,8770,0,0,92874,101857,624,411
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-03,090741,139919,59863,5822,200,30740,118338,49116,15559
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-03,092741,72778,28551,10170,3,15091,51377,29133,11228
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-05-03,095741,162963,127995,3735,0,26259,157279,8709,1949
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-05-03,096742,124003,59735,28928,174,25334,78794,38760,16107
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-05-03,097741,104590,19779,38598,116,58959,27519,25736,38357
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-03,098662,53901,27607,34723,1046,16997,13097,8251,5035
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-05-03,099741,264337,128460,28944,2867,62075,186930,70935,45596
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-03,112741,31620,22522,9722,240,4593,20380,4265,1278
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-03,232741,142328,87326,13905,267,18928,109777,35807,18379
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-05-10,089741,99220,7423,355,0,91215,98608,582,257
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-10,090741,121478,42698,5495,154,30104,99527,48522,16302
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-10,092741,72312,27905,11569,280,16576,49849,27551,10614
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-05-10,095741,158386,123092,5027,246,26631,151220,8417,1893
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-05-10,096742,108117,41368,23250,22,30739,65923,35988,18922
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-05-10,097741,102289,36100,23046,190,40579,41896,25420,37157
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-10,098662,52362,25593,30156,1345,18142,16597,7282,4264
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-05-10,099741,242927,98054,36607,1214,83295,163027,60364,42079
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-10,112741,30504,22828,9114,5,3826,20049,3845,1336
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-10,232741,128314,72871,12550,356,22128,96866,32959,18542
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-05-17,089741,99819,6440,0,0,92703,99487,676,332
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-17,090741,123386,36008,9717,154,40314,97727,46910,15788
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-17,092741,68304,24409,8748,0,15232,49224,28663,10332
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-05-17,095741,147582,112311,7399,134,27601,138080,7536,1969
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-05-17,096742,103753,30327,31255,296,42237,49692,30893,22510
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-05-17,097741,103453,38016,22643,242,40617,43409,24578,37159
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-17,098662,55791,28169,29439,899,19248,22211,7475,3242
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-05-17,099741,250533,89941,48296,1133,105953,157756,53506,43348
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-17,112741,29636,22518,9894,0,3827,18443,3291,1299
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-17,232741,115090,61179,10260,134,20488,88124,33289,16572
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-05-24,089741,102869,8224,0,0,93277,102438,1368,431
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-24,090741,120245,31219,9942,168,41488,94763,47370,15372
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-24,092741,66776,23088,8363,2,18312,46575,25374,11836
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-05-24,095741,147410,113219,4538,242,26660,140639,7289,1991
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-05-24,096742,110336,28090,42233,293,59457,47228,22496,20582
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-05-24,097741,99264,32188,24182,121,41588,41871,25367,33090
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-24,098662,61833,32766,30281,1128,19900,27347,8039,3077
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-05-24,099741,258663,75182,56053,896,134068,156886,48517,44828
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-05-24,102741,32498,28797,26201,66,2439,6102,1196,129
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-24,112741,30930,23234,9358,0,4023,20138,3673,1434
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-24,232741,110968,63002,9959,7,16551,84371,31408,16631
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-05-31,089741,105271,8879,0,404,94872,104051,1116,816
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-31,090741,125654,35657,9255,154,41643,100975,48200,15270
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-31,092741,67713,27846,6727,3,14502,47623,25362,13360
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-05-31,095741,142530,111814,3546,189,21879,137202,8648,1593
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-05-31,096742,108085,32284,34113,262,49191,53028,26348,20682
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-05-31,097741,95929,24186,25834,217,44221,35534,27305,34344
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-31,098662,55794,28430,23643,1012,19124,27731,7228,3408
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-05-31,099741,270101,80494,58524,1719,136097,164386,51791,45472
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-05-31,102741,41221,29743,27129,4980,4763,8778,1735,334
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-31,112741,30915,23579,7855,16,3089,21686,4231,1358
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-31,232741,117502,72030,12015,5,12100,90293,33367,15189
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-06-07,089741,109160,12808,0,404,95068,108182,880,574
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-07,090741,129110,32631,19109,1579,51857,88565,43043,19857
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-06-07,092741,74339,26290,9425,796,21129,50875,26124,13243
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-06-07,095741,150067,95505,5307,2450,42818,139213,9294,3097
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-06-07,096742,113641,33554,35304,706,51512,58683,27869,18948
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-06-07,097741,106199,35883,18252,133,40964,53425,29219,34389
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-06-07,098662,62825,34021,31937,3234,18499,23616,7071,4038
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-06-07,099741,296126,96555,44719,1155,133843,193019,64573,57233
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-07,112741,37227,23573,7569,146,8573,28106,4935,1406
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-07,232741,145346,78547,13342,147,32724,112579,33928,19278
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-06-14,089741,110740,13803,0,369,95496,109625,1072,746
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-14,090741,142172,33746,14891,7249,54875,103612,46302,16420
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-06-14,092741,54048,25555,12268,16,2772,30752,25705,11012
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-06-14,095741,110231,66092,17929,327,36823,89035,6989,2940
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-06-14,096742,90719,36684,25458,1062,25098,43918,27875,20281
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-06-14,097741,94483,38618,13850,266,27559,47182,28040,33185
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-06-14,098662,53773,37064,31093,1107,8554,17639,7048,3934
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-06-14,099741,190373,84580,34686,522,48746,113295,56525,41870
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-06-14,102741,38596,30165,27209,4900,2107,6316,1424,171
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-14,112741,31432,23520,4302,0,3507,26051,4405,1079
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-14,232741,115119,79616,11946,2,4590,88017,30911,15154
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-06-21,089741,98785,12393,0,369,82966,95703,3057,2713
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-21,090741,87905,19983,17779,0,24090,51741,43832,18385
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-06-21,092741,51304,23700,11887,0,3118,28076,24486,11341
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-06-21,095741,98383,58528,17105,325,33425,78424,6105,2529
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-06-21,096742,92824,26763,38123,1082,42757,32167,22222,21452
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-06-21,097741,99071,47074,14480,57,23172,55263,28768,29271
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-06-21,098662,46279,31134,26191,1000,6973,16463,7172,2625
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-06-21,099741,189190,72153,42382,592,62478,103169,53967,43047
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-06-21,102741,38505,30074,27209,4900,2122,6225,1409,171
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-21,112741,30261,22942,4093,0,2970,24942,4349,1226
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-21,232741,100079,66796,12225,3,4847,72030,28433,15821
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-06-28,089741,101276,13161,527,369,86179,99263,1567,1117
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-28,090741,92360,21896,23759,25,28565,46695,41874,21881
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-06-28,092741,51227,21412,11464,1,4526,27805,25288,11957
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-06-28,095741,98930,59833,13756,246,32363,82558,6488,2370
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-06-28,096742,102414,27928,46277,963,52846,31150,20677,24024
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-06-28,097741,94286,34319,20696,34,37464,41037,22469,32519
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-06-28,098662,50419,35543,22811,611,6832,24367,7433,2630
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-06-28,099741,183206,68800,35813,753,57791,101137,55862,45503
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-06-28,102741,38644,30195,27209,4900,2122,6140,1427,395
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-28,112741,29652,22242,3878,0,2998,24437,4412,1337
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-28,232741,93784,58957,12060,147,6506,62369,28174,19208
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-07-05,089741,102168,13953,0,496,86046,100553,1673,1119
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-05,090741,105967,31346,24525,1,25473,63589,49147,17852
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-07-05,092741,47566,15983,10692,3,7112,25189,24468,11682
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-07-05,095741,125229,89492,6548,246,26965,116012,8526,2423
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-07-05,096742,118359,28634,60303,514,66004,32188,23207,25354
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-07-05,097741,94901,34595,20268,34,37001,43359,23271,31240
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-07-05,098662,47393,32928,25207,1252,6348,17728,6865,3206
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-07-05,099741,194329,81860,38666,953,54485,111116,57031,43594
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-07-05,102741,38168,34133,10098,66,2518,27682,1451,322
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-05,112741,30520,22648,3662,0,3381,25687,4491,1171
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-05,232741,121626,82079,18743,0,4216,87563,35331,15320
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-07-12,089741,103573,14751,0,496,85503,101012,2823,2065
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-12,090741,111624,39535,24201,0,24080,70701,48009,16722
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-07-12,092741,48630,18139,10058,57,4355,26299,26079,12216
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-07-12,095741,145774,111530,13083,246,25486,130312,8512,2133
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-07-12,096742,121134,27687,52488,502,73993,38256,18952,29888
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-07-12,097741,115846,52277,23989,105,31775,59654,31689,32098
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-07-12,098662,49877,31861,24271,1602,8293,21459,8121,2545
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-07-12,099741,185541,61392,48976,657,70726,86428,52766,49480
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-07-12,102741,37878,33831,10228,72,2532,27307,1443,271
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-12,112741,29745,22687,3103,0,2838,25417,4220,1225
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-12,232741,120703,81258,13635,60,5758,91748,33627,15260
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-07-19,089741,102401,15002,0,496,86048,101476,855,429
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-19,090741,124719,52623,24859,0,25093,81777,47003,18083
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-07-19,092741,52133,21159,9665,47,5074,29905,25853,12516
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-07-19,095741,135263,100309,11043,624,26181,121273,8149,2323
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-07-19,096742,98291,26011,32725,531,53019,41056,18730,23979
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-07-19,097741,129653,63535,21380,262,31874,78836,33982,29175
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-07-19,098662,46605,31029,21837,1218,7305,20465,7053,3085
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-07-19,099741,180314,58580,49334,1022,77199,83685,43513,46273
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-07-19,102741,18044,13881,10525,72,2526,7240,1565,207
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-19,112741,31072,23364,1926,114,2745,27376,4849,1656
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-19,232741,128712,90221,12426,9,5153,101714,33329,14563
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-07-26,089741,102891,16498,0,1964,83827,100867,602,60
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-26,090741,128807,52884,16743,10,27531,93417,48382,18637
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-07-26,092741,53513,21103,13226,1,6473,28080,25936,12206
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-07-26,095741,137823,103288,11375,254,26024,124088,8257,2106
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-07-26,096742,97415,33312,32090,464,38197,43231,25442,21630
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-07-26,097741,138932,72114,20812,146,31950,86498,34722,31476
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-07-26,098662,60863,39543,37215,1399,12578,17316,7343,4933
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-07-26,099741,183690,60177,43139,1077,71503,97247,50933,42227
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-07-26,102741,20632,16582,12279,72,2526,8061,1452,220
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-26,112741,32793,25241,1950,114,2498,29111,4940,1618
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-26,232741,135764,92174,10736,47,7504,109250,36039,15731
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-08-02,089741,106179,17236,59,2009,86463,104064,471,47
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-02,090741,133150,57482,16445,70,27593,97892,48005,18743
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-02,092741,56911,25593,13252,13,7499,26930,23806,16716
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-08-02,095741,130240,96157,7673,232,26124,119926,7727,2409
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-08-02,096742,103172,43266,38127,567,32711,43175,26628,21303
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-08-02,097741,148888,78855,20022,261,31542,96406,38230,32199
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-08-02,098662,60529,36882,36404,1285,14876,17972,7486,4868
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-08-02,099741,190722,58313,56550,1066,85149,91248,46194,41858
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-08-02,102741,20722,16551,12275,72,2539,8120,1560,255
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-02,112741,33788,25808,1682,133,2540,30637,5307,1336
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-02,232741,133930,91352,15754,16,7737,103387,34825,14773
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-08-09,089741,107240,12354,1439,2009,91209,102494,1668,1298
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-09,090741,118973,38872,15168,97,35943,80076,44061,23632
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-09,092741,53055,14449,9794,27,15742,27315,22837,15919
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-08-09,095741,117845,56912,15619,2113,50510,92781,8310,7332
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-08-09,096742,105544,41290,41045,84,37132,43475,27038,20940
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-08-09,097741,119904,53386,11237,24,33208,83110,33286,25533
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-08-09,098662,57347,34161,30860,1107,15255,18014,6824,7366
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-08-09,099741,183571,49029,57302,2107,86027,81060,46408,43102
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-09,112741,28943,21588,1161,133,2937,25502,4285,2147
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-09,232741,104527,40840,11824,250,36040,71987,27397,20466
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-08-16,089741,102138,10712,1122,2886,87586,97170,954,960
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-16,090741,103509,23153,19032,86,39061,60465,41209,23926
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-16,092741,48498,13330,4322,82,14400,31306,20686,12788
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-08-16,095741,110017,40669,18035,369,61953,83817,7026,7796
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-08-16,096742,100562,36193,39289,85,36090,41640,28194,19548
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-08-16,097741,126262,59060,11712,45,34111,88078,33046,26427
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-08-16,098662,54579,29824,31071,1172,17624,17096,5959,5240
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-08-16,099741,168931,47094,40368,1643,75036,82944,45158,43976
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-16,112741,26705,19214,797,0,3774,24389,3717,1519
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-16,232741,103162,41286,11563,31,40131,67875,21714,23693
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-08-23,089741,103133,12390,1122,2886,86786,98197,1071,928
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-23,090741,104672,23368,14564,77,38944,64812,42283,25219
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-23,092741,48964,14889,5252,174,14301,31895,19600,11643
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-08-23,095741,114424,40566,18731,260,66741,87336,6857,8097
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-08-23,096742,102177,40888,29927,119,29695,53729,31475,18402
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-08-23,097741,131217,60831,13692,219,40500,89204,29667,28102
U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-08-23,098662,57901,32190,34751,1475,18823,16369,5413,5306
EURO FX - CHICAGO MERCANTILE EXCHANGE,2011-08-23,099741,174714,47711,45172,882,78732,84822,47389,43838
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-08-23,102741,27738,17730,12849,5089,4068,9515,851,285
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-23,112741,26504,17980,1104,100,4305,23942,4119,1358
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-23,232741,112068,50917,7343,39,38279,82039,22833,22647
RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE,2011-08-30,089741,103139,9166,1000,2886,89910,98197,1177,1056
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-30,090741,107237,24823,10884,274,40827,71626,41313,24453
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-30,092741,45566,13347,4005,31,13330,30082,18858,11448
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2011-08-30,095741,111355,40954,20074,494,62839,82333,7068,8454
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2011-08-30,096742,96164,31248,30804,191,35091,45532,29634,19637
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-08-30,097741,126128,54136,12951,198,40060,84413,31734,28566
